Most Popular Drama,Drama Rank,Drama Name,Original Language - Year of Release,Overview,Episodes,MDL Rating
4649,#8290,Vengeance of the Bride,Korean Drama - 2022,"Eun Seo Yeon is a warm and friendly woman. She runs a small business that produces cosmetics and sells them on the internet. She also works as a staff member at a make-up salon. In her past, she and her parents were…",102 episodes,7.2
4650,#6035,Rock 'n' Road,Taiwanese Drama - 2014,"After you hit bottom, is it possible to return to the top? Former top child actress, Lin Wei Zhen, has been unable to find work as she grown older in the entertainment industry, throwing her in the pits of depression…",16 episodes,7.5
4651,#5549,Follow My Dear General,Chinese Drama - 2022,"An Kong is a spy who was sent by the rebellion prime minister. She received the task of stealing the defense map of the southern border of General Dingnan, the god of war of the East Rui Kingdom. Then, she sneaked into…",31 episodes,7.5
4652,#10480,2Day,Thai Special - 2020,"Love, good feelings, and good times are meant to be shared with the right person. Ray wants to see Don be able to be happy and strong on his own. One day, they may not be standing side by side... (Source: Translation…",1 episodes,6.4
4653,#42507,Cashero,Korean Drama - 2025,"Kang Sang Woong looks like an ordinary man. He works as a public servant at a community center and dreams of owning his own home, yet he somehow possesses a supernatural power, superhuman strength. He doesn't know how…",N/A,
4654,#2444,Eien No Kinou: Complete Edition,Japanese Drama - 2023,"An effort made by the director of ""Eternal Yesterday,"" in honor of the renewal of the MBS Drama Shower time slot, to present another perfect version of the story. It will comprise of all previous scenes, as well as some…",8 episodes,8.0
4655,#4759,Warden of the Sky,Thai Drama - 2017,"Captain Karan Hanyotin received a secret mission from his Air Force Commando Unit. He was told by his commander to protect Dr. Irene Areeya, a researcher whom he saved from a research facility that was bombed. The other…",10 episodes,7.6
4656,#8611,The Middleman's Love: Uncut,Thai Drama - 2023,"Jade works as a graphic designer. He is always the one in the middle. Middle child. He has got average grades in school. People around him, either his siblings or his friends, are so good-looking that he has always been…",8 episodes,7.1
4657,#3885,Yutori Desu ga Nani ka,Japanese Drama - 2016,"Drama series depicts the lives of three men born in 1987 and oppose irrational things of the world through work, love and friendship. The men are from the Yutori generation when the Japanese government reformed the education…",10 episodes,7.7
4658,#8031,Best Time,Chinese Drama - 2013,"A 'leftover lady' (referring to unmarried women over the age of 30) nicknamed the White-Boned Demon Su Man, met Song Yi, a talented man for whom she had had a crush on years. To get closer to Song Yi, Su Man gives up…",47 episodes,7.2
4659,#4667,Duang Jai Nai Montra,Thai Drama - 2021,"Pachara was cursed by his lover named Matira. Because of the curse, Pachara becomes immortal without a heart. After thousands of years, he meets the artist named Praoploy. As soon as he sees Praoploy he feels that it…",16 episodes,7.6
4660,#1144,Shinya Shokudo 2,Japanese Drama - 2011,"Set in a small restaurant in the corner of a shopping district. The unusual eatery is only open after midnight, and its standard menu consists of just a single choice. However, the customers still come for the amusing…",10 episodes,8.3
4661,#4923,Raeng Pradtanaha,Thai Drama - 2013,"A twist, where our lead girl is the mean girl. Thae is a spoiled rich girl and very demanding to Pittiya who works at her father’s company. He also happens to be an adopted son, therefore lowly status in Thae’s eyes…",15 episodes,7.6
4662,#1654,Moonlight Resonance,Hong Kong Drama - 2008,"Chung Siu Hor and her husband Kam Tai Jo have been working hard for many years to establish a good reputation for their bakery. However, Hor discovers that Jo committed adultery with her best friend, Yan Hong, and she…",40 episodes,8.1
4663,#9697,Over the Rainbow,Korean Drama - 2006,"""Over the Rainbow"" is the dark and bright side of the crazy world of dancers and singers. It is a realistically captured drama with dancers that want to become singers. Kwon Hyeok Jo is a stubbon and loving aspiring…",16 episodes,6.9
4664,#1447,Doctor X Season 4,Japanese Drama - 2016,"Surgeon Daimon Michiko is sent to Totei University Hospital this time. Although it reigns as the top university hospital in the country, the hospital’s reputation has suffered greatly from various cover-ups, medical…",11 episodes,8.2
4665,#10446,Boys Dormitory,Korean Drama - 2017,What happened in the male bedroom of the university?,2 episodes,6.4
4666,#3310,Heart Signal Season 3,Korean TV Show - 2020,"Love is back in town – as the Signal House opens its doors to eight new love-hungry, single strangers! The rules are straightforward for the four men and four women contestants who move in: You must find a fellow contestant…",16 episodes,7.8
4667,#4033,Alice no Toge,Japanese Drama - 2014,Asumi Mizuno gives up everything to take revenge on the doctors who are responsible for her father’s death.,10 episodes,7.7
4668,#7435,La Dolce Vita,Korean Drama - 2008,"The drama is about a man who commits suicide. A detective tries to solve the case and figure what really happened. The drama goes back in time to six months before the man, Lee Joon Soo, committed suicide. Yoon Hye Jin…",24 episodes,7.3
4669,#7600,Heirs,Chinese Drama - 2017,He needs an assistant. She wants her inheritance back. Zheng Hao is a hotshot attorney who specializes in inheritance law. Tang Ning is an heiress who has returned from the United States only to find out that her own…,45 episodes,7.3
4670,#7831,Wonderful Mama,Korean Drama - 2013,"Rich, private moneylender Yoon Bok Hee has three children. She gets Alzheimer's and her three children go through difficulties to finally become grownups. Meanwhile, Jang Hoon Nam lost his parents when he was young and…",48 episodes,7.2
4671,#64932,Puppy Love,Thai Drama - 2020,The story of a young man who has a dream to be like Steve Jobs and another young man who is wayward and addicted to a game. But then both of their destinies have changed! They turned back to being children again. How…,6 episodes,6.8
4672,#54151,The Legendary School: Three Lives Three Worlds Tao Hua Yuan,Chinese Drama - 2017,"This web-drama tells the love entanglements of Miao Li and Wang Lan over the span of three lives in three different worlds. The two attend a mysterious school where descendants from various clans, dragons, foxes, etc.,…",40 episodes,7.4
4673,#3941,Reply 1994 Epilogue,Korean Special - 2014,Special episodes that show behind the scenes footage and the first meetings with the actors before the filming for the drama starts.,2 episodes,7.7
4674,#41846,History of Losers,Korean Drama - TBA,A story about love and relationships that could turn anyone into a loser. It will be portrayed in the form of a romantic comedy that shows the inherent pathetic sides of people and the diverse thrilling moments that…,12 episodes,
4675,#6170,Love in a Loop,Chinese Drama - 2022,"The rude and narcissistic boss Bai Zhen Xiang is constantly dying because of the resentment of his employees. Every time he dies, the time is reset to the same day, which causes his employee Li Lu Duo to be trapped in…",24 episodes,7.5
4676,#671,"Village Survival, the Eight Season 2",Korean TV Show - 2019,"Village Survival, the Eight 2 is a mystery thriller variety show that is set in the countryside. The stars have to stay together for 24 hours and try to solve a mystery that lies within the village. During their time…",6 episodes,8.4
4677,#2056,The Ideal City,Chinese Drama - 2021,The story revolves around a cost engineer in an architecture firm and her growth journey in a male dominated Architecture industry in China. At the peak of her career Su Xiao found love with Xia Ming but an incident…,40 episodes,8.0
4678,#7683,Room Alone Season 2,Thai Drama - 2015,"This series shows stories of lonely people in the age of social media. Everyone stays by themselves on the same floor, from room 401 to 410. Although their lifestyles may be different, the owner of each room has to confront…",15 episodes,7.3
4679,#6115,A Clear Midsummer Night,Chinese Drama - 2013,"The daughter of a real estate mogul Xia Wan Qing has seemingly no way of retreating after a friend's betrayal and her boyfriend backing out of their wedding. Fortunately, she's saved by business genius Qiao Jin Fan.…",46 episodes,7.5
4680,#41985,Our Stories,Thai Drama - TBA,"4 stories, 4 pairs, 9 people. The 1st pair. We have a vice president of an entertainment camp. The giant is single, but he has a couple ""partners"" without commitment. One day, he accidentally helps a master who was deceived…",N/A,
4681,#8272,Mikeneko Holmes no Suiri,Japanese Drama - 2012,"Katayama Yoshitaro is the son of a famous police detective. He followed his father’s dying wish and became a detective as well, but with his inability to look at blood and his fears of heights, ghosts, and women, he…",11 episodes,7.2
4682,#9149,Powerful Opponents,Korean Drama - 2008,"Cha Young Jin is the first female to ever work as a bodyguard in the Presidential resident, Chungwadae. Young Jin and Yoo Gwang Pil work as bodyguards assigned to watch over the president's son, Kang Soo Ho. They are…",16 episodes,7.0
4683,#9830,Beautiful Love: If You're Here,Japanese Drama - 2010,Hinata is a journalist who aspires to be a writer. Yeong Su is Set up to take over his father's Hotel chain but is an aspiring artist. They meet while she is in Koreaon temporary assignment for her job and they get off…,12 episodes,6.8
4684,#4637,What to Do with You,Korean Special - 2018,"Advertisement drama for a facial mask. Saerom had a one-sided crush for her friend, Geun, for three years. Can their relationship ever evolve into something else?",7 episodes,7.6
4685,#123,Camp ZeroBaseOne,Korean TV Show - 2023,"In February 2023, a group of young, multinational male trainees pitted their talents against one another in the music-themed reality TV show “BOYS PLANET.” The top nine competitors in the final overall rankings were…",3 episodes,8.9
4686,#9322,Mai Sin Rai Fai Sawart,Thai Drama - 2015,"Patawee’s and Chitchaba’s fathers had built a successful business together. Unfortunately, Patawee had committed suicide after Chitchaba’s father had cheated him and resulted in his family wallowing in poverty.…",16 episodes,7.0
